#رقم	الكلمة	غير مشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنثه	مذكره	عدد	الجمع	مفرده	تأنيث	تثنية	ج. مؤ.س.	ج, مذ, س,	منقوص	تنوين نصب	نسب	إض, لف,	ـو	نكرة	معرف	غ. عاقل	عاقل	تنون النصب للجمع	شرح
2099	تَشَبُّكٌ		شبك		مصدر	تَشَبَّكَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَبُّكٌ-تَشَبُّكٌ [ش ب ك] (مص. تَشَبَّكَ). ""تَشَبُّكُ الأُمُورِ"" : اِلْتِبَاسُهَا، تَدَاخُلُهَا، اِخْتِلاَطُهَا."
2100	تَشَبُّهٌ		شبه		مصدر	تَشَبَّهَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَبُّهٌ-تَشَبُّهٌ [ش ب هـ] (مص. تَشَبَّهَ). ""التَّشَبُّهُ بِالرَّئِيسِ"": مُمَاثَلَتُهُ، مُجَارَاتُهُ فِي سُلُوكِهِ."
2101	تَشَتُّتٌ		شتت		مصدر	تَشَتَّتَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَتُّتٌ-تَشَتُّتٌ [ش ت ت] (مص. تَشَتَّتَ). ""تَشَتُّتُ الْمَتَاعِ"": تَفَرُّقُهُ."
2102	تَشَجُّعٌ		شجع		مصدر	تَشَجَّعَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَجُّعٌ-تَشَجُّعٌ [ش ج ع] (مص. تَشَجَّعَ). ""تَشَجُّعُ البَطَلِ"" : بَعْثُ الشَّجَاعَةِ فِي نَفْسِهِ."
2103	تَشَخُّصٌ		شخص		مصدر	تَشَخَّصَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَخُّصٌ-تَشَخُّصٌ [ش خ ص] (مص. تَشَخَّصَ). 1.""تَشَخُّصُ الصُّورَةِ"" : تَ"
2104	تَشَدُّدٌ		شدد		مصدر	تَشَدَّدَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَدُّدٌ-تَشَدُّدٌ [ش د د] (مص. تَشَدَّدَ). 1.""التَّشَدُّدُ فِي الْمُقَاوَمَةِ"" : التَّقَوِّي، إِظْهَارُ الصَّلاَبَةِ. 2.""التَّشَدُّدُ فيِ التَّنْقِيطِ أَوْ فِي صَرْفِ الْمَالِ"" : التَّقْتِيرُ. 3.""رَأَى فِي مَوْقِفِهِ تَشَدُّداً"" : تَصَلُّباً."
2105	تَشَدُّقٌ		شدق		مصدر	تَشَدَّقَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَدُّقٌ-تَشَدُّقٌ [ش د ق] (مص. تَشَدَّقَ). 1.""التَّشَدُّقُ بِالكَلاَمِ"" : التَّكَلُّمُ دُونَ احْتِرَازٍ. 2.""كَفَاكَ تَشَدُّقاً"" : اِسْتِهْزَاءً، غُرُوراً، سُخْرِيَةً."
2106	تَشَذُّبٌ		شذب		مصدر	تَشَذَّبَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَذُّبٌ-تَشَذُّبٌ [ش ذ ب] (مص. تَشَذَّبَ). 1.""تَشَذُّبُ الشَّجَرِ"" : تَقَطُّعُ أَغْصَانِهِ، تَقَشُّرُهَا. 2.""تَشَذُّبُ أَوْرَاقِ الشَّجَرِ"": تَفَرُّقُهَا."
2107	تَشَرُّفٌ		شرف		مصدر	تَشَرَّفَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَرُّفٌ-تَشَرُّفٌ [ش ر ف] (مص. تَشَرَّفَ). 1.""تَشَرُّفُ الرَّجُلِ"" : نَيْلُهُ الشَّرَفَ. 2.""وَجَدَ ف"
2108	تَشَظِّي		شظي		مصدر	تَشَظَّى		مذكر			مفرد	+ات			DnN	Pf		Tk	Tn									"تَشَظٍّ-تَشَظٍّ، التَّشَظِّي [ش ظ ي] (مص. تَشَظَّى) 1.""تَشَظِّي العُودِ"" : تَطَايُرُهُ شَظَايَا. 2."" تَشَظِّي اللَّوْحِ"" : اِنْشِقَاقُهُ. 3.""تَشَظِّي الجَمَاعَةِ"" : تَفَرُّقُهَا."
2109	تَشَعُّبٌ		شعب		مصدر	تَشَعَّبَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَعُّبٌ-تَشَعُّبٌ [ش ع ب] (مص. تَشَعَّبَ). 1.""تَشَعُّبُ أَغْصَانِ الشَّجَرِ"" : اِنْتِشَارُهَا وَتَدَاخُلُهَا. 2.""تَشَعُّبُ النَّهْرِ"" : تَفَرُّقُهَا أَنْهَاراً وَشِعَاباً. 3."
2110	تَشَعُّثٌ		شعث		مصدر	تَشَعَّثَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَعُّثٌ-تَشَعُّثٌ [ش ع ث] (مص. تَشَعَّثَ). 1.""تَشَعُّثُ الشَّعْر"
2111	تَشَعْشُعٌ		شعشع		مصدر	تَشَعْشَعَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَعْشُعٌ-تَشَعْشُعٌ [ش ع ش ع] (مص. تَشَعْشَعَ). ""تَشَعْشُعُ الضَّوْءِ"" : اِنْتِشَارُهُ مُتَلَأْلِئاً."
2112	تَشَعُّلٌ		شعل		مصدر	تَشَعَّلَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَعُّلٌ-تَشَعُّلٌ [ش ع ل] (مص. تَشَعَّلَ). ""تَشَعُّلُ النَّارِ"" : اِتِّقَادُهَا، اِلْتِهَابُهَا."
2113	تَشَفُّعٌ		شفع		مصدر	تَشَفَّعَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَفُّعٌ-تَشَفُّعٌ [ش ف ع] (مص. تَشَفَّعَ). 1.""جَاءَ لِلتَّشَفُّعِ لَهُ"": طَلَبُ الشَّفَاعَةِ وَالرَّحْمَةِ لَهُ. 2.""أَرَادَ التَّشَفُّعَ بِهِ"": جَعْلَهُ شَفِيعاً، التَّوَسُّلُ بِهِ."
2114	تَشَفِّي		شفي		مصدر	تَشَفَّى		مذكر			مفرد	+ات			DnN	Pf		Tk	Tn									"تَشَفٍّ-تَشَفٍّ، التَّشَفِّي [ش ف ي] (مص. تَشَفَّى). 1.""التَّشَفِّي مِنَ الغَيْظِ"" : الهُدُوءُ وَالتَّخَلُّصُ مِنْ. 2.""التَّشَفِّي مِنَ الأَعْدَاءِ"" : الشُّعُورُ بِالسُّرُورِ نِكَايَةً مِنْهُمْ، كَأَنَّهُ يَأْخُذُ ثَأْرَهُ مِنْهُمْ. 3.""التَّشَفِّي بِالدَّوَاءِ"": الشِّفَاءُ بِهِ."
2115	تَشَقُّقٌ		شقق		مصدر	تَشَقَّقَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَقُّقٌ-تَشَقُّقٌ [ش ق ق] (مص. تَشَقَّقَ). 1.""تَشَقُّقُ الجِدَارِ"": تَصَدُّعُهُ، وُجُودُ شُقُوقٍ بِهِ. 2.""تَشَقُّقُ القَدَمِ"" : وُجُودُ شُقُوقٍ بِهَا، فَجَوَاتٍ بِدَاخِلِهَا. 3.""تَشَقُّقُ الشَّفَةِ"" : تَفَلُّقُهَا."
2116	تَشَكُّرٌ		شكر		مصدر	تَشَكَّرَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَكُّرٌ-تَشَكُّرٌ [ش ك ر] (مص. تَشَكَّرَ). ""قَدَّمَ لَهُ تَشَكُّرَهُ"" : شُكْرَهُ."
2117	تَشَكُّكٌ		شكك		مصدر	تَشَكَّكَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَكُّكٌ-تَشَكُّكٌ [ش ك ك] (مص. تَشَكَّكَ). ""التَّشَكُّكُ فِي الأَمْرِ"" : الشَّكُّ فِيهِ، الارْتِيَابُ."
2118	تَشَكُّلٌ		شكل		مصدر	تَشَكَّلَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَكُّلٌ-تَشَكُّلٌ [ش ك ل] (مص. تَشَكَّلَ). 1.""تَشَكُّلُ الْمَوْضُوعِ مِنْ عِدَّةِ عَنَاصِرَ"" : تَكَوُّنُهُ، تَأَلُّفُهُ. 2.""تَشَكُّلُ الآرَاءِ"": اِنْتْظَامُهَا. 3.""تَشَكُّلُ الْمَنْظَرِ"" : تَصَوُّرُهُ، تَمَثُّلُهُ. 4.""تَشَكُّلُ الفَاكِهَةِ"" : بَدْءُ نُضْجِهَا."
2119	تَشَكِّي		شكي		مصدر	تَشَكَّى		مذكر			مفرد	+ات			DnN	Pf		Tk	Tn									"تَشَكٍّ-تَشَكٍّ، التَّشَكِّي [ش ك ي ] (مص. تَشَكَّى). 1.""شَعَرَ بِتَشَكٍّ"" : بِمَرَضٍ. 2.""هُوَ دَائِمُ التَّشَكِّي"" : دَائِمُ التَّأَلُّمِ وَالتَّوَجُّعِ وَالتَّأَوُّهِ. 3.""التَّشَكِّي مِنَ الجَارِ"" : الشَّكْوَى مِنْهُ."
2120	تَشَمُّتٌ		شمت		مصدر	تَشَمَّتَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَمُّتٌ-تَشَمُّتٌ [ش م ت] (مص. تَشَمَّتَ). ""وَجَدَ فِي مَطْلَبِهِ تَشَمُّتاً"" : خَيْبَةً، إِذْ لَمْ يَنَلْ مَا كَانَ يَسْعَى إِلَيْهِ."
2121	تَشَمُّرٌ		شمر		مصدر	تَشَمَّرَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَمُّرٌ-تَشَمُّرٌ [ش م ر] (مص. تَشَمَّرَ). 1.""لاَ تَبْدَأْ غَسْلَ الصُّحُونِ إِلاَّ بَعْدَ تَشَمُّرٍ"" : رَفْعُ أَكْمَامِ القَمِيصِ إِلىَ حُدُودِ الْمَرْفِقَيْنِ. 2.""عَلَيْكَ بِالتَّشَمُّرِ لِلْعَمَلِ"" : بِالتَّهَيُّؤِ. 3.""تَشَمُّرُ الثَّوْبِ"" : تَقَلُّصُهُ."
2122	تَشَمُّسٌ		شمس		مصدر	تَشَمَّسَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَمُّسٌ-تَشَمُّسٌ [ش م س] (مص. تَشَمَّسَ). ""خَرَجَ لِلتَّشَمُّسِ"": التَّعَرُّض لِأَشِعَّةِ الشَّمْسِ."
2123	تَشَمُّمٌ		شمم		مصدر	تَشَمَّمَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَمُّمٌ-تَشَمُّمٌ [ش م م] (مص. تَشَمَّمَ). ""تَشَ"
2124	تَشَنُّجٌ		شنج		مصدر	تَشَنَّجَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"(مص. تَشَنَّجَ). ""أَصَابَهُ تَشَنُّجٌ حَطَّمَ أَعْصَابَهُ"" : تَقَلُّصٌ، تَقَبُّضٌ يُصِيبُ الأَعْصَابَ وَيَمْنَعُهَا مِنَ ال"
2125	تَشَنُّنٌ		شنن		مصدر	تَشَنَّنَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَنُّنٌ-تَشَنُّنٌ [ش ن ن] (مص. تَشَنَّنَ). 1.""تَشَنُّنُ الْمَاءِ"" : نُزُولُهُ فِي كَثْرَةٍ. 2. ""دَخَلَ"
2126	تَشَهُّدٌ		شهد		مصدر	تَشَهَّدَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَهُّدٌ-تَشَهُّدٌ [ش هـ د] (مص. تَشَهَّدَ). ""التَّشَهُّدُ فيِ الصَّلاَةِ"": النُّطْقُ بِالشَّهَادَتَيْنِ."
2127	تَشَهِّي		شهو		مصدر	تَشَهَّى		مذكر			مفرد	+ات			DnN	Pf		Tk	Tn									"تَشَهٍّ-تَشَهٍّ، التَّشَهِّي [ش هـ و ] (مص. تَشَهَّى). ""هِيَ فِي وَقْتِ التَّشَهِّي"" : وَقْتُ الرَّغْبَةِ فِي الشَّيْءِ وَالتَّعَلُّقِ بِهِ."
2128	تَشَوُّشٌ		شوش		مصدر	تَشَوَّشَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَوُّشٌ-تَشَوُّشٌ [ش و ش] (مص. تَشَوَّشَ). 1.""أَحْدَثَ تَشَوُّشاً مَقْصُوداً"" : اِضْطِرَاباً، فَوْضىً. 2.""أَحَسَّ بِتَشَوُّشِ أَفْكَارِهِ"" : بِالْتِبَاسٍ، بِاخْتِلاَلٍ، بِاخْتِلاَطٍ."
2129	تَشَوُّفٌ		شوف		مصدر	تَشَوَّفَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَوُّفٌ-تَشَوُّفٌ [ش و ف] (مص. تَشَوَّفَ). 1.""تَشَوُّفُ الجِبَالِ"" : اِرْتِفَاعُهَا. 2.""تَشَوُّفُ عَلاَمَةٍ"" : ظُهُورُهَا مِنْ عُلُوٍّ. 3.""التَّشَوُّفُ مِنْ أَعْلَى ..."" : النَّظَرُ وَالإِشْرَافُ. 4.""تَشَوُّفُ النَّفْسِ لِلِقَاءِ الأَحِبَّةِ"" : التَّطَلُّعُ، الاِشْتِيَاقُ. ""التَّشَوُّفُ إِلَى رِجَالِ التَّصَوُّفِ"".(لأبي يعقوب يوسف التادلي)."
2130	تَشَوُّقٌ		شوق		مصدر	تَشَوَّقَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَوُّقٌ-تَشَوُّقٌ [ش و ق] (مص. تَشَوَّقَ). ""أَظْهَرَ تَشَوُّقاً لِلِقَاءِ أَحِبَّائِهِ"" : الرَّغْبَةُ القَوِيَّةُ الشَّدِيدَةُ، الشَّوْقُ، الاشْتِيَاقُ."
2131	تَشَوُّهٌ		شوه		مصدر	تَشَوَّهَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَوُّهٌ-تَشَوُّهٌ [ش و هـ] (مص. تَشَوَّهَ). ""تَعَرَّضَ لِتَشَوُّهٍ فِي وَجْهِهِ"" : هَيْئَةُ الوَجْهِ بَعْدَمَا لَحِقَهَا تَغْيِيرٌ فِي الخِلْقَةِ مِنْ جَرَّاءِ حَرْقٍ أَوْ جُرْحٍ."
2132	تَشَيْطُنٌ		شطن		مصدر	تَشَيْطَنَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَيْطُنٌ-تَشَيْطُنٌ [ش ط ن] (مص. تَشَيْطَنَ). ""تَشَيْطُنُ الوَلَدِ"": قِيَامُهُ بِعَمَلِ الشَّيْطَانِ."
2133	تَشَيُّعٌ		شيع		مصدر	تَشَيَّعَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَشَيُّعٌ-تَشَيُّعٌ [ش ي ع] (مص. تَشَيَّعَ). 1.""تَشَيُّعُ الرَّجُلِ"" : صَيْرَهُ شِيعِيّاً. 2.""التَّشَيُّعُ لِلْقَبِيلَةِ"" : التَّعَصُّبُ لَهَا. 3.""التَّشَيُّعُ لآرَاءِ حِزْبِهِ"" : التَّحَزُّبُ لَهَا. 4.""تَشَيُّعُ الشِّيبِ فِي رَأْسِهِ"" : اِنْتِشَارُهُ."
2134	تَصَابِي		صبو		مصدر	تَصَابَى		مذكر			مفرد	+ات			DnN	Pf		Tk	Tn									"تَصَابٍ-تَصَابٍ، التَّصَابِي [ص ب و] (مص. تَصَابَى).""تَصَابِي ال"
2135	تَصَاحُبٌ		صحب		مصدر	تَصَاحَبَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَاحُبٌ-تَصَاحُبٌ [ص ح ب] (مص. تَصَاحَبَ). ""تَصَاحُبُ الوَلَدَيْنِ"" : تَرَافُقُهُمَا."
2136	تَصَاخُبٌ		صخب		مصدر	تَصَاخَبَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَاخُبٌ-تَصَاخُبٌ [ص خ ب] (مص. تَصَاخَبَ). ""تَصَاخُبُ النَّاسِ"" : تَصَايُحُهُمْ."
2137	تَصَادُفٌ		صدف		مصدر	تَصَادَفَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَادُفٌ-تَصَادُفٌ [ص د ف] (مص. تَصَادَفَ). ""تَصَادُفُ ال"
2138	تَصَادُقٌ		صدق		مصدر	تَصَادَقَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَادُقٌ-تَصَادُقٌ [ص د ق] (مص. تَصَادَقَ). ""دَامَ تَصَادُقُهُمَا زَمَناً طَوِيلاً"""
2139	تَصَادُمٌ		صدم		مصدر	تَصَادَمَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَادُمٌ-تَصَادُمٌ [ص د م] (مص. تَصَادَمَ). 1.""تَصَادُمُ سَيَّارَتَ"
2140	تَصَارُخٌ		صرخ		مصدر	تَصَارَخَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَارُخٌ-تَصَارُخٌ [ص ر خ] (مص. تَصَارَخَ). ""تَصَارُخُ "
2141	تَصَارُعٌ		صرع		مصدر	تَصَارَعَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَارُعٌ-تَصَارُعٌ [ص ر ع] (مص. تَصَارَعَ). ""يَنْبَغِي أَنْ يَضَعَا حَدّاً لِتَصَارُعِهِمَا"" : لِتَنَاحُرِهِمَا."
2142	تَصَاعُبٌ		صعب		مصدر	تَصَاعَبَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَاعُبٌ-تَصَاعُبٌ [ص ع ب] (مص. تَصَاعَبَ). ""التَّصَاعُبُ فِي الأَمْرِ"" : التَّشَدُّدُ فِيهِ."
2143	تَصَاعُدٌ		صعد		مصدر	تَصَاعَدَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَاعُدٌ-تَصَاعُدٌ [ص ع د] (مص. تَصَاعَدَ). ""الأَسْعَارُ فِي تَصَاعُدٍ مُسْتَمِرٍّ"" : فِي غَلاَءٍ، فِي ارْتِفَاعٍ."
2144	تَصَاغُرٌ		صغر		مصدر	تَصَاغَرَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَاغُرٌ-تَصَاغُرٌ [ص غ ر] (مص. تَصَاغَرَ). 1.""تَصَاغُرُ الرَّجُلِ"" : سُلُوكُهُ مَسْلَكَ الصِّغَارِ. 2.""أَظْهَرَ تَصَاغُراً"" : تَوَاضُعاً، أَيِ النَّظَ"
2145	تَصَافٌّ		صفف		مصدر	تَصَافَّ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَافٌّ-تَصَافٌّ [ص ف ف] (مص. تَصَافَّ). 1.""تَصَافُّ الجنُودِ"" : وُقُوفُهُمْ فْي صُفُوفٍ مُ"
2146	تَصَافُحٌ		صفح		مصدر	تَصَافَحَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَافُحٌ-تَصَافُحٌ [ص ف ح] (مص. تَصَافَحَ). ""بَعْدَ التَّصَافُحِ تَبَادَلَ الْمُتَخَاصِمَانِ كَلِمَاتِ التَّرْحِيبِ"" : بَعْدَ الْمُصافَحَةِ، أَيْ تَحِيَّةُ اليَدِ بِاليَدِ."
2147	تَصَافُعٌ		صفع		مصدر	تَصَافَعَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَافُعٌ-تَصَافُعٌ [ص ف ع] (مص. تَصَافَعَ). ""بَدَأَ التَّصَافُعُ بَيْنَهُمَا فَجْأَةً"" : المصافَعَةُ، أَيْ تَبَادُلُ الصَّفْعِ."
2148	تَصَافِي		صفو		مصدر	تَصَافَى		مذكر			مفرد	+ات			DnN	Pf		Tk	Tn									"تَصَافٍ-تَصَافٍ، التَّصَافِي [ص ف و] (مص. تَصَافَى). ""يَحْكُمُ عَلاَقَتَهُ"
2149	تَصَالُحٌ		صلح		مصدر	تَصَالَحَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَالُحٌ-تَصَالُحٌ [ص ل ح] (مص. تَصَالَحَ). ""اِتَّفَقُوا عَلَى التَّصَالُحِ بَعْدَ تَخَاصُمٍ"" : عَلَى التَّرَاضِي وَإِقَامَةِ الصُّلْحِ."
2150	تَصَاهُرٌ		صهر		مصدر	تَصَاهَرَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَاهُرٌ-تَصَاهُرٌ [ص هـ ر] (مص. تَصَاهَرَ). ""بَيْنَهُمَا عَلاَقَةُ تَصَاهُرٍ"" : مصاهَرَةٌ، أَيْ تَزْوِيجُ أَ"
2151	تَصَاهُلٌ		صهل		مصدر	تَصَاهَلَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَاهُلٌ-تَصَاهُلٌ [ص هـ ل] (مص. تَصَاهَلَ). ""تَصَاهُلُ الخَيْلِ"": تَرَدُّدُ أَصْوَاتِهَا."
2152	تَصَاوُلٌ		صول		مصدر	تَصَاوَلَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَاوُلٌ-تَصَاوُلٌ [ص و ل] (مص. تَصَاوَلَ). ""تَصَاوُلُ الخَصْمَيْنِ"" : تَوَاثُبُهُمَا وَانْقِضَاضُ أَحَدِهِمَا عَلَى الآخَرِ لِقَهْرِهِ وَالغَلَبَةِ عَلَيْهِ."
2153	تَصَايُحٌ		صيح		مصدر	تَصَايَحَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَايُحٌ-تَصَايُحٌ [ص ي ح] (مص. تَصَايَحَ). ""سَمِعَ تَصَايُحاً مِنْ بَعِيدٍ"" : تَبَادُلُ الصِّيَاحِ بَيْنَ النَّاسِ."
2154	تَصَبُّبٌ		صبب		مصدر	تَصَبَّبَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَصَبُّبٌ-تَصَبُّبٌ [ص ب ب] (مص. تَصَبَّبَ). 1.""تَصَبُّبُ الْمَاءِ"": صَبُّهُ شَيْئًا فَش"
